field_1,lat,lon,grid_id,EpiDist,VS30,mmimean,thresh1,thresh2
274,35.2,-121.6,274,301.1977695,600,3.614894629,,
310,35.2,-121.4,310,284.2091426,600,3.651711464,,
346,35.2,-121.2,346,267.396146,600,3.672903061,,
382,35.2,-121,382,250.7941773,600,3.647943258,,
418,35.2,-120.8,418,234.4481441,517,3.551070929,,
454,35.2,-120.6,454,218.4155876,474,3.502625465,,
490,35.2,-120.4,490,202.7709495,385,3.903749943,,
526,35.2,-120.2,526,187.6113683,733,3.782783508,,
562,35.2,-120,562,173.0644242,529,4.065495014,,
598,35.2,-119.8,598,159.2981072,229,4.704106808,,
634,35.2,-119.6,634,146.5326573,483,4.324688435,,
670,35.2,-119.4,670,135.0522434,294,4.805866242,,
706,35.2,-119.2,706,125.2108865,228,5.061676502,,
742,35.2,-119,742,117.4214749,228,5.142444134,,
778,35.2,-118.8,778,112.112559,289,5.223546505,,
814,35.2,-118.6,814,109.645065,707,4.406061649,,
850,35.2,-118.4,850,110.2100182,692,4.366281986,,
886,35.2,-118.2,886,113.7622472,659,4.349195957,,
922,35.2,-118,922,120.0368254,294,5.079284668,,
958,35.2,-117.8,958,128.6359749,710,4.390701771,,
994,35.2,-117.6,994,139.1293074,394,4.725043297,,
1030,35.2,-117.4,1030,151.1227275,354,4.453760147,,
1066,35.2,-117.2,1066,164.2879912,496,4.06964159,,
1102,35.2,-117,1102,178.3657581,415,4.234947681,,
1138,35.2,-116.8,1138,193.1565647,358,3.895949602,,
1174,35.2,-116.6,1174,208.5086733,451,4.105918407,,
1210,35.2,-116.4,1210,224.3068085,413,4.167989731,,
1246,35.2,-116.2,1246,240.46302,693,3.932836056,,
1282,35.2,-116,1282,256.9097041,295,4.354903698,,
1318,35.2,-115.8,1318,273.594423,494,3.823619366,,
1354,35.2,-115.6,1354,290.4761016,353,3.778295994,,
1390,35.2,-115.4,1390,307.5222438,690,3.557982445,,
1426,35.2,-115.2,1426,324.7068869,427,3.800457239,,
1462,35.2,-115,1462,342.0090913,785,3.366208553,,
1498,35.2,-114.8,1498,359.4118158,461,3.60584116,,
1534,35.2,-114.6,1534,376.9010724,432,3.630455017,,
1570,35.2,-114.4,1570,394.4652871,804,3.265074492,,
1606,35.2,-114.2,1606,412.0948105,337,3.581599474,,
1642,35.2,-114,1642,429.7815403,386,,,
23,35.4,-123,23,429.0325982,600,,,
59,35.4,-122.8,59,411.6585877,600,,,
95,35.4,-122.6,95,394.3675558,600,3.350446701,,
131,35.4,-122.4,131,377.1709886,600,3.399343252,,
167,35.4,-122.2,167,360.0824935,600,3.448197603,,
203,35.4,-122,203,343.1182911,600,3.496008873,,
239,35.4,-121.8,239,326.2978406,600,3.540646792,,
275,35.4,-121.6,275,309.6446417,600,3.577774525,,
311,35.4,-121.4,311,293.1872676,600,3.599395275,,
347,35.4,-121.2,347,276.9607001,600,3.598754883,,
383,35.4,-121,383,261.0080602,600,3.646411896,,
419,35.4,-120.8,419,245.3828483,733,3.509528399,,
455,35.4,-120.6,455,230.1518305,383,3.425202608,,
491,35.4,-120.4,491,215.3987112,710,3.570873261,,
527,35.4,-120.2,527,201.2286944,514,4.028801918,,
563,35.4,-120,563,187.7738974,514,4.159642696,,
599,35.4,-119.8,599,175.1992375,386,4.339267254,,
635,35.4,-119.6,635,163.7077105,294,4.745275497,,
671,35.4,-119.4,671,153.5427527,233,4.573370934,,
707,35.4,-119.2,707,144.9836989,228,4.573525906,,
743,35.4,-119,743,138.3290017,501,4.209740162,,
779,35.4,-118.8,779,133.8630037,468,4.141401291,,
815,35.4,-118.6,815,131.8083868,710,4.135455608,,
851,35.4,-118.4,851,132.2775723,710,4.168867111,,
887,35.4,-118.2,887,135.2442945,352,4.627652645,,
923,35.4,-118,923,140.5504779,445,4.45334816,,
959,35.4,-117.8,959,147.9445952,373,4.74793911,,
995,35.4,-117.6,995,157.1321418,355,4.394323349,,
1031,35.4,-117.4,1031,167.8187888,598,4.202466965,,
1067,35.4,-117.2,1067,179.7373004,432,4.171344757,,
1103,35.4,-117,1103,192.6591482,483,3.979254007,,
1139,35.4,-116.8,1139,206.395924,441,4.171219826,,
1175,35.4,-116.6,1175,220.7955288,627,3.837588072,,
1211,35.4,-116.4,1211,235.7364784,444,4.049729347,,
1247,35.4,-116.2,1247,251.1221127,352,4.199505806,,
1283,35.4,-116,1283,266.8754776,710,3.817017317,,
1319,35.4,-115.8,1319,282.9350984,453,3.720457315,,
1355,35.4,-115.6,1355,299.2516141,373,3.998002291,,
1391,35.4,-115.4,1391,315.7851464,407,3.871133566,,
1427,35.4,-115.2,1427,332.5032631,644,3.528367758,,
1463,35.4,-115,1463,349.3794059,401,3.684990645,,
1499,35.4,-114.8,1499,366.3916768,559,3.47625351,,
1535,35.4,-114.6,1535,383.521898,600,3.39803052,,
1571,35.4,-114.4,1571,400.7548807,343,3.608498573,,
1607,35.4,-114.2,1607,418.0778536,435,3.442064047,,
1643,35.4,-114,1643,435.4800128,414,,,
24,35.6,-123,24,435.8862528,600,,,
60,35.6,-122.8,60,418.8394118,600,,,
96,35.6,-122.6,96,401.8999775,600,3.328966141,,
132,35.6,-122.4,132,385.0821963,600,3.376184225,,
168,35.6,-122.2,168,368.4028011,600,3.42310214,,
204,35.6,-122,204,351.8815426,600,3.468598604,,
240,35.6,-121.8,240,335.5418511,600,3.510260105,,
276,35.6,-121.6,276,319.4116628,600,3.542887926,,
312,35.6,-121.4,312,303.5244497,600,3.554448605,,
348,35.6,-121.2,348,287.920505,600,3.501026154,,
384,35.6,-121,384,272.6485356,733,3.398728848,,
420,35.6,-120.8,420,257.7676204,385,3.853835344,,
456,35.6,-120.6,456,243.349574,514,3.72760725,,
492,35.6,-120.4,492,229.4817203,514,3.887587071,,
528,35.6,-120.2,528,216.2699856,514,3.980556488,,
564,35.6,-120,564,203.8420438,385,4.10483408,,
600,35.6,-119.8,600,192.3499343,294,4.178982735,,
636,35.6,-119.6,636,181.9710968,228,4.36021328,,
672,35.6,-119.4,672,172.9061677,228,4.58761549,,
708,35.6,-119.2,708,165.3713954,238,4.32801342,,
744,35.6,-119,744,159.5836989,514,4.060558319,,
780,35.6,-118.8,780,155.7380042,710,3.742670775,,
816,35.6,-118.6,816,153.9799021,710,3.891400099,,
852,35.6,-118.4,852,154.3807372,710,4.112932682,,
888,35.6,-118.2,888,156.923965,710,4.127794743,,
924,35.6,-118,924,161.5084003,626,4.280237198,,
960,35.6,-117.8,960,167.9669728,294,5.100831509,,
996,35.6,-117.6,996,176.0935661,352,5.06389904,,
1032,35.6,-117.4,1032,185.6692555,487,4.425647736,,
1068,35.6,-117.2,1068,196.4822521,709,3.970772266,,
1104,35.6,-117,1104,208.3399539,433,4.161149025,,
1140,35.6,-116.8,1140,221.0742776,709,3.834628344,,
1176,35.6,-116.6,1176,234.5424335,602,3.824102402,,
1212,35.6,-116.4,1212,248.6251446,605,3.785323858,,
1248,35.6,-116.2,1248,263.2237401,294,4.076299667,,
1284,35.6,-116,1284,278.2569814,401,4.028339863,,
1320,35.6,-115.8,1320,293.6580683,455,3.945127726,,
1356,35.6,-115.6,1356,309.3720128,494,3.819038391,,
1392,35.6,-115.4,1392,325.3534287,204,4.103693008,,
1428,35.6,-115.2,1428,341.5647147,803,3.386526346,,
1464,35.6,-115,1464,357.9745821,526,3.50901413,,
1500,35.6,-114.8,1500,374.5568701,793,3.256533623,,
1536,35.6,-114.6,1536,391.2895965,539,3.397545099,,
1572,35.6,-114.4,1572,408.1541969,275,3.666289091,,
1608,35.6,-114.2,1608,425.1349142,518,3.33094883,,
1644,35.6,-114,1644,442.2183085,239,,,
25,35.8,-123,25,443.7435597,600,,,
61,35.8,-122.8,61,427.0525732,600,,,
97,35.8,-122.6,97,410.493992,600,3.304761171,,
133,35.8,-122.4,133,394.0845771,600,3.350337505,,
169,35.8,-122.2,169,377.8438338,600,3.395544767,,
205,35.8,-122,205,361.7945471,600,3.439447641,,
241,35.8,-121.8,241,345.9634319,600,3.480347395,,
277,35.8,-121.6,277,330.3819207,600,3.515230894,,
313,35.8,-121.4,313,315.0871125,600,3.539161921,,
349,35.8,-121.2,349,300.1229095,596,3.517294407,,
385,35.8,-121,385,285.5413584,385,3.771987438,,
421,35.8,-120.8,421,271.4042051,514,3.700907946,,
457,35.8,-120.6,457,257.7846345,514,3.726875782,,
493,35.8,-120.4,493,244.7691201,499,3.787828684,,
529,35.8,-120.2,529,232.4592046,477,3.738819599,,
565,35.8,-120,565,220.9728951,385,3.932775974,,
601,35.8,-119.8,601,210.4451442,228,4.100821972,,
637,35.8,-119.6,637,201.0266525,228,4.273488998,,
673,35.8,-119.4,673,192.8800272,228,4.299749851,,
709,35.8,-119.2,709,186.1723427,269,4.05364275,,
745,35.8,-119,745,181.0636189,514,3.819243431,,
781,35.8,-118.8,781,177.6918432,710,3.6442554,,
817,35.8,-118.6,817,176.1567972,710,3.792414904,,
853,35.8,-118.4,853,176.5064146,710,3.883895874,,
889,35.8,-118.2,889,178.7296346,710,3.991767883,,
925,35.8,-118,925,182.7580851,710,4.083745956,,
961,35.8,-117.8,961,188.4760323,294,4.630184174,,
997,35.8,-117.6,997,195.7354463,352,4.61067152,,
1033,35.8,-117.4,1033,204.3721046,710,3.895967007,,
1069,35.8,-117.2,1069,214.2194609,710,3.873008013,,
1105,35.8,-117,1105,225.118656,477,4.085596085,,
1141,35.8,-116.8,1141,236.9245312,514,3.978668928,,
1177,35.8,-116.6,1177,249.508373,574,3.825607061,,
1213,35.8,-116.4,1213,262.7583848,591,3.784574032,,
1249,35.8,-116.2,1249,276.5787918,514,3.868594885,,
1285,35.8,-116,1285,290.8882537,401,3.888279915,,
1321,35.8,-115.8,1321,305.6180301,459,3.807935238,,
1357,35.8,-115.6,1357,320.7101581,333,3.873553276,,
1393,35.8,-115.4,1393,336.1157741,399,3.728215933,,
1429,35.8,-115.2,1429,351.7936385,461,3.573562145,,
1465,35.8,-115,1465,367.7088707,287,3.688497543,,
1501,35.8,-114.8,1501,383.8318853,527,3.363445997,,
1537,35.8,-114.6,1537,400.1375053,513,3.362515926,,
1573,35.8,-114.4,1573,416.6042284,542,3.313256502,,
1609,35.8,-114.2,1609,433.2136218,555,3.268115282,,
1645,35.8,-114,1645,449.9498233,562,,,
26,36,-123,26,452.5523541,600,,,
62,36,-122.8,62,436.2398811,600,,,
98,36,-122.6,98,420.0845684,600,3.278265238,,
134,36,-122.4,134,404.1053346,600,3.322184801,,
170,36,-122.2,170,388.3239853,600,3.365924835,,
206,36,-122,206,372.7657217,600,3.409092665,,
242,36,-121.8,242,357.4597412,600,3.450789452,,
278,36,-121.6,278,342.43994,600,3.489480019,,
314,36,-121.4,314,327.7457298,710,3.436735153,,
350,36,-121.2,350,313.4229716,514,3.705448389,,
386,36,-121,386,299.5250184,385,3.785567999,,
422,36,-120.8,422,286.1138416,469,3.731663466,,
458,36,-120.6,458,273.2611789,389,3.775056601,,
494,36,-120.4,494,261.0495935,691,3.444720984,,
530,36,-120.2,530,249.5732594,513,3.25190258,,
566,36,-120,566,238.9381932,395,3.687391043,,
602,36,-119.8,602,229.2615455,228,4.199903965,,
638,36,-119.6,638,220.6694776,228,4.353916645,,
674,36,-119.4,674,213.2931364,228,4.268485069,,
710,36,-119.2,710,207.2623946,409,4.097568512,,
746,36,-119,746,202.6974177,439,4.038794041,,
782,36,-118.8,782,199.6987689,710,3.821841478,,
818,36,-118.6,818,198.3375169,710,3.899659395,,
854,36,-118.4,854,198.6473313,710,3.788226843,,
890,36,-118.2,890,200.6204692,710,3.806163073,,
926,36,-118,926,204.2087137,710,3.897496223,,
962,36,-117.8,962,209.3290104,696,3.965434074,,
998,36,-117.6,998,215.8723505,505,4.196073532,,
1034,36,-117.4,1034,223.7138772,710,3.869720697,,
1070,36,-117.2,1070,232.7223714,519,3.959611416,,
1106,36,-117,1106,242.7679242,383,4.043155193,,
1142,36,-116.8,1142,253.72735,334,4.033973694,,
1178,36,-116.6,1178,265.4874567,709,3.622634649,,
1214,36,-116.4,1214,277.9465864,609,3.705420733,,
1250,36,-116.2,1250,291.014925,463,3.717360973,,
1286,36,-116,1286,304.6140258,355,3.845882416,,
1322,36,-115.8,1322,318.6758959,299,3.897710085,,
1358,36,-115.6,1358,333.1418871,446,3.676297188,,
1394,36,-115.4,1394,347.9615462,596,3.491721392,,
1430,36,-115.2,1430,363.0915146,340,3.69152379,,
1466,36,-115,1466,378.4945239,608,2.974305153,,
1502,36,-114.8,1502,394.1385053,671,3.108389854,,
1538,36,-114.6,1538,409.9958163,900,3.039757967,,
1574,36,-114.4,1574,426.0425769,401,3.418052673,,
1610,36,-114.2,1610,442.2581045,403,3.389427185,,
1646,36,-114,1646,458.6244362,573,,,
27,36.2,-123,27,462.2583518,600,,,
63,36.2,-122.8,63,446.341296,600,,,
99,36.2,-122.6,99,430.6052397,600,3.250016928,,
135,36.2,-122.4,135,415.0708369,600,3.292740107,,
171,36.2,-122.2,171,399.7616632,600,3.335840464,,
207,36.2,-122,207,384.704674,600,3.378604412,,
243,36.2,-121.8,243,369.9307289,600,3.42008543,,
279,36.2,-121.6,279,355.4751841,710,3.373620272,,
315,36.2,-121.4,315,341.3785517,710,3.411637068,,
351,36.2,-121.2,351,327.6872157,385,3.7484622,,
387,36.2,-121,387,314.4541794,385,3.768174171,,
423,36.2,-120.8,423,301.7398031,521,3.682506323,,
459,36.2,-120.6,459,289.6124594,502,3.592284441,,
495,36.2,-120.4,495,278.1489952,315,3.767647505,,
531,36.2,-120.2,531,267.4348443,228,3.639199972,,
567,36.2,-120,567,257.5635794,228,3.848405361,,
603,36.2,-119.8,603,248.6356554,228,4.208651066,,
639,36.2,-119.6,639,240.7560784,228,4.301312923,,
675,36.2,-119.4,675,234.0307961,228,4.171870709,,
711,36.2,-119.2,711,228.5617527,447,4.078525066,,
747,36.2,-119,747,224.4408236,709,3.612461567,,
783,36.2,-118.8,783,221.7431999,531,3.800337791,,
819,36.2,-118.6,819,220.5211323,710,3.684168816,,
855,36.2,-118.4,855,220.7991277,710,3.586879969,,
891,36.2,-118.2,891,222.5715642,710,3.622712851,,
927,36.2,-118,927,225.8032458,352,4.15964222,,
963,36.2,-117.8,963,230.4327728,707,3.793254852,,
999,36.2,-117.6,999,236.3780099,569,3.952452421,,
1035,36.2,-117.4,1035,243.5425977,353,4.113204956,,
1071,36.2,-117.2,1071,251.822455,710,3.723553658,,
1107,36.2,-117,1107,261.1114758,710,3.669376373,,
1143,36.2,-116.8,1143,271.3059886,226,3.949212074,,
1179,36.2,-116.6,1179,282.3078759,406,3.760989189,,
1215,36.2,-116.4,1215,294.0264786,501,3.476881027,,
1251,36.2,-116.2,1251,306.379523,869,3.308799028,,
1287,36.2,-116,1287,319.2933333,285,3.860445499,,
1323,36.2,-115.8,1323,332.7025685,622,3.490597725,,
1359,36.2,-115.6,1359,346.549673,629,3.458695412,,
1395,36.2,-115.4,1395,360.7841804,900,3.255188227,,
1431,36.2,-115.2,1431,375.3619657,308,3.722495079,,
1467,36.2,-115,1467,390.2445048,815,3.128885984,,
1503,36.2,-114.8,1503,405.398179,403,3.404414415,,
1539,36.2,-114.6,1539,420.7936385,716,3.135677338,,
1575,36.2,-114.4,1575,436.4052361,600,3.205420017,,
1611,36.2,-114.2,1611,452.2105271,495,3.269974232,,
1647,36.2,-114,1647,468.1898347,600,,,
28,36.4,-123,28,472.8064063,600,,,
64,36.4,-122.8,64,457.2963543,600,,,
100,36.4,-122.6,100,441.9897061,600,3.221677065,,
136,36.4,-122.4,136,426.9084067,600,3.264082432,,
172,36.4,-122.2,172,412.0772641,600,3.30625248,,
208,36.4,-122,208,397.5243419,600,3.347678423,,
244,36.4,-121.8,244,383.2813959,710,3.298034906,,
280,36.4,-121.6,280,369.3843458,513,3.46869421,,
316,36.4,-121.4,316,355.873776,449,3.668382168,,
352,36.4,-121.2,352,342.7954448,710,3.416974545,,
388,36.4,-121,388,330.2007719,522,3.647121668,,
424,36.4,-120.8,424,318.1472573,486,3.592062235,,
460,36.4,-120.6,460,306.6987635,503,3.542061567,,
496,36.4,-120.4,496,295.9255675,498,3.516231775,,
532,36.4,-120.2,532,285.9040637,228,3.393069267,,
568,36.4,-120,568,276.7159767,228,3.367538691,,
604,36.4,-119.8,604,268.4469349,228,3.556330919,,
640,36.4,-119.6,640,261.1842785,396,3.553184509,,
676,36.4,-119.4,676,255.0140366,228,4.002310753,,
712,36.4,-119.2,712,250.0171282,447,3.523394108,,
748,36.4,-119,748,246.2650081,710,3.382161379,,
784,36.4,-118.8,784,243.8151674,710,3.469890356,,
820,36.4,-118.6,820,242.7070544,710,3.574929714,,
856,36.4,-118.4,856,242.9590328,710,3.586671829,,
892,36.4,-118.2,892,244.5668976,625,3.661174774,,
928,36.4,-118,928,247.504219,284,4.103922367,,
964,36.4,-117.8,964,251.7244503,704,3.693929911,,
1000,36.4,-117.6,1000,257.1644222,659,3.714005709,,
1036,36.4,-117.4,1036,263.7486507,397,3.878919363,,
1072,36.4,-117.2,1072,271.3938412,695,3.655853987,,
1108,36.4,-117,1108,280.013075,519,3.773177385,,
1144,36.4,-116.8,1144,289.5193377,576,3.682326317,,
1180,36.4,-116.6,1180,299.8282326,820,3.306259871,,
1216,36.4,-116.4,1216,310.8598783,247,3.702201366,,
1252,36.4,-116.2,1252,322.5400815,803,3.243730784,,
1288,36.4,-116,1288,334.8009252,584,3.451986551,,
1324,36.4,-115.8,1324,347.5809218,778,3.323576689,,
1360,36.4,-115.6,1360,360.8248628,544,3.476116419,,
1396,36.4,-115.4,1396,374.4834771,361,3.633006334,,
1432,36.4,-115.2,1432,388.5129795,705,3.269437075,,
1468,36.4,-115,1468,402.8745709,623,3.273617268,,
1504,36.4,-114.8,1504,417.5339293,354,3.494536161,,
1540,36.4,-114.6,1540,432.4607185,558,3.252187252,,
1576,36.4,-114.4,1576,447.6281278,360,3.425625801,,
1612,36.4,-114.2,1612,463.0124523,501,3.240032673,,
1648,36.4,-114,1648,478.5927147,630,,,
29,36.6,-123,29,484.1415856,600,,,
65,36.6,-122.8,65,469.0453528,600,,,
101,36.6,-122.6,101,454.1731253,600,3.194185734,,
137,36.6,-122.4,137,439.5477056,600,3.236796379,,
173,36.6,-122.2,173,425.1946259,600,3.278882265,,
209,36.6,-122,209,411.1424712,600,3.319099426,,
245,36.6,-121.8,245,397.4232241,446,3.688012362,,
281,36.6,-121.6,281,384.07262,235,3.743458509,,
317,36.6,-121.4,317,371.1305022,679,3.384377003,,
353,36.6,-121.2,353,358.6411517,455,3.624736786,,
389,36.6,-121,389,346.6535632,699,3.378715754,,
425,36.6,-120.8,425,335.2216219,352,3.741749287,,
461,36.6,-120.6,461,324.4041251,341,3.704226017,,
497,36.6,-120.4,497,314.2645762,228,3.712168217,,
533,36.6,-120.2,533,304.8706689,228,3.538960695,,
569,36.6,-120,569,296.293373,275,3.354641438,,
605,36.6,-119.8,605,288.6055427,258,3.334365606,,
641,36.6,-119.6,641,281.8799965,245,3.083352327,,
677,36.6,-119.4,677,276.1870706,447,4.052742004,,
713,36.6,-119.2,713,271.5917321,710,3.417654276,,
749,36.6,-119,749,268.1504347,710,3.434672833,,
785,36.6,-118.8,785,265.9080022,710,3.47021699,,
821,36.6,-118.6,821,264.8948922,710,3.48871994,,
857,36.6,-118.4,857,265.1252017,710,3.442442179,,
893,36.6,-118.2,893,266.5957073,352,3.821304798,,
929,36.6,-118,929,269.2860867,288,3.916912079,,
965,36.6,-117.8,965,273.1602875,710,3.559684277,,
1001,36.6,-117.6,1001,278.1688355,474,3.835618019,,
1037,36.6,-117.4,1037,284.2517552,709,3.595413923,,
1073,36.6,-117.2,1073,291.341735,376,3.900054693,,
1109,36.6,-117,1109,299.3672043,438,3.821871996,,
1145,36.6,-116.8,1145,308.2550734,658,3.500057221,,
1181,36.6,-116.6,1181,317.9329902,248,3.812158823,,
1217,36.6,-116.4,1217,328.3310618,283,3.51124239,,
1253,36.6,-116.2,1253,339.3830615,660,3.281877995,,
1289,36.6,-116,1289,351.0271854,441,3.534760475,,
1325,36.6,-115.8,1325,363.2064436,584,3.4120543,,
1361,36.6,-115.6,1361,375.8687724,363,3.618641853,,
1397,36.6,-115.4,1397,388.9669481,543,3.401756048,,
1433,36.6,-115.2,1433,402.4583677,705,3.239241123,,
1469,36.6,-115,1469,416.304748,601,3.274015904,,
1505,36.6,-114.8,1505,430.471784,396,3.431649923,,
1541,36.6,-114.6,1541,444.9287914,659,3.154564619,,
1577,36.6,-114.4,1577,459.6483537,293,3.49694109,,
1613,36.6,-114.2,1613,474.6059852,543,3.175783873,,
1649,36.6,-114,1649,489.7798164,688,,,
30,36.8,-123,30,496.2100512,600,,,
66,36.8,-122.8,66,481.5302838,600,,,
102,36.8,-122.6,102,467.09309,600,3.168088675,,
138,36.8,-122.4,138,452.9217293,600,3.214053154,,
174,36.8,-122.2,174,439.042005,600,3.260075331,,
210,36.8,-122,210,425.4825188,600,3.300946474,,
246,36.8,-121.8,246,412.2749276,600,3.676578999,,
282,36.8,-121.6,282,399.4541954,651,3.300191879,,
318,36.8,-121.4,318,387.0588216,386,3.485718966,,
354,36.8,-121.2,354,375.1310272,595,3.422609329,,
390,36.8,-121,390,363.7168683,733,3.325589418,,
426,36.8,-120.8,426,352.8662412,508,3.549085379,,
462,36.8,-120.6,462,342.6327353,228,3.788713932,,
498,36.8,-120.4,498,333.0732815,228,3.737593889,,
534,36.8,-120.2,534,324.2475434,228,3.605190516,,
570,36.8,-120,570,316.2169997,447,3.259769917,,
606,36.8,-119.8,606,309.0436805,447,3.007453919,,
642,36.8,-119.6,642,302.7885476,447,3.364944935,,
678,36.8,-119.4,678,297.5095475,689,3.313852072,,
714,36.8,-119.2,714,293.2594218,710,3.42443943,,
750,36.8,-119,750,290.0834151,710,3.4635849,,
786,36.8,-118.8,786,288.0170762,710,3.466415882,,
822,36.8,-118.6,822,287.0843758,700,3.418817997,,
858,36.8,-118.4,858,287.2963588,710,3.240629435,,
894,36.8,-118.2,894,288.6505025,342,2.848990679,,
930,36.8,-118,930,291.1308642,710,3.258425236,,
966,36.8,-117.8,966,294.7089993,354,3.796893835,,
1002,36.8,-117.6,1002,299.3455304,357,3.85372591,,
1038,36.8,-117.4,1038,304.9921731,746,3.505109549,,
1074,36.8,-117.2,1074,311.5939946,397,3.792732477,,
1110,36.8,-117,1110,319.091688,843,3.39010787,,
1146,36.8,-116.8,1146,327.4236853,339,3.75989461,,
1182,36.8,-116.6,1182,336.5279907,356,3.65305233,,
1218,36.8,-116.4,1218,346.3436686,357,3.569921494,,
1254,36.8,-116.2,1254,356.8119772,430,3.500973225,,
1290,36.8,-116,1290,367.8771656,318,3.659219503,,
1326,36.8,-115.8,1326,379.4869821,373,3.58367157,,
1362,36.8,-115.6,1362,391.5929431,293,3.674589872,,
1398,36.8,-115.4,1398,404.1504189,446,3.454017639,,
1434,36.8,-115.2,1434,417.1185834,485,3.381551981,,
1470,36.8,-115,1470,430.4602695,492,3.339752197,,
1506,36.8,-114.8,1506,444.1417652,503,3.292620897,,
1542,36.8,-114.6,1542,458.1325739,452,3.305330277,,
1578,36.8,-114.4,1578,472.4051595,425,3.298046351,,
1614,36.8,-114.2,1614,486.9346888,438,3.247193337,,
1650,36.8,-114,1650,501.6987813,402,,,
31,37,-123,31,508.9597409,600,,,
67,37,-122.8,67,494.6955323,600,,,
103,37,-122.6,103,480.6903177,600,3.143742085,,
139,37,-122.4,139,466.9674613,600,3.199803829,,
175,37,-122.2,175,453.5526527,600,3.502101183,,
211,37,-122,211,440.4740959,438,3.575998306,,
247,37,-121.8,247,427.7626906,413,3.570031643,,
283,37,-121.6,283,415.4521938,361,3.552133083,,
319,37,-121.4,319,403.5793475,499,3.417123318,,
355,37,-121.2,355,392.1839529,696,3.265832663,,
391,37,-121,391,381.3088674,429,3.549438715,,
427,37,-120.8,427,370.9998961,228,3.76471591,,
463,37,-120.6,463,361.3055446,228,3.786516428,,
499,37,-120.4,499,352.2765997,447,3.756759882,,
535,37,-120.2,535,343.965504,447,3.703667402,,
571,37,-120,571,336.4254988,447,3.646552801,,
607,37,-119.8,607,329.7095219,684,3.220525503,,
643,37,-119.6,643,323.8688688,633,3.327645302,,
679,37,-119.4,679,318.9516547,710,3.351307869,,
715,37,-119.2,715,315.0011484,710,3.415562391,,
751,37,-119,751,312.0540833,648,3.494613409,,
787,37,-118.8,787,310.1390783,449,3.721151114,,
823,37,-118.6,823,309.2753133,710,3.401672125,,
859,37,-118.4,859,309.4715943,710,3.310070753,,
895,37,-118.2,895,310.7259116,382,3.579153061,,
931,37,-118,931,313.0255414,710,3.314654112,,
967,37,-117.8,967,316.3476792,693,3.418065548,,
1003,37,-117.6,1003,320.6605325,761,3.42158556,,
1039,37,-117.4,1039,325.9247569,332,3.839153767,,
1075,37,-117.2,1075,332.0950922,886,3.335542679,,
1111,37,-117,1111,339.122057,416,3.669915199,,
1147,37,-116.8,1147,346.9535784,711,3.380405664,,
1183,37,-116.6,1183,355.5364624,456,3.546748638,,
1219,37,-116.4,1219,364.8176479,589,3.387897492,,
1255,37,-116.2,1255,374.7452179,849,3.193065405,,
1291,37,-116,1291,385.2691682,304,3.659697056,,
1327,37,-115.8,1327,396.3419536,376,3.544646978,,
1363,37,-115.6,1363,407.9188388,674,3.246747732,,
1399,37,-115.4,1399,419.9580909,823,3.123108149,,
1435,37,-115.2,1435,432.421045,286,3.58613348,,
1471,37,-115,1471,445.2720754,364,3.442113876,,
1507,37,-114.8,1507,458.4784995,603,3.170517683,,
1543,37,-114.6,1543,472.0104351,560,3.171145916,,
1579,37,-114.4,1579,485.8406302,522,3.169150353,,
1615,37,-114.2,1615,499.944278,485,3.168823481,,
1651,37,-114,1651,514.2988262,411,,,
32,37.2,-123,32,522.3408697,600,,,
68,37.2,-122.8,68,508.4883574,600,,,
104,37.2,-122.6,104,494.909091,600,3.116271734,,
140,37.2,-122.4,140,481.6262422,466,3.353470326,,
176,37.2,-122.2,176,468.6650723,468,3.408345699,,
212,37.2,-122,212,456.053065,675,3.372839928,,
248,37.2,-121.8,248,443.8200424,426,3.479836941,,
284,37.2,-121.6,284,431.9982539,430,3.455209732,,
320,37.2,-121.4,320,420.6224262,733,3.221214771,,
356,37.2,-121.2,356,409.7297552,502,3.405684471,,
392,37.2,-121,392,399.3598248,228,3.711656809,,
428,37.2,-120.8,428,389.5544281,358,3.721842289,,
464,37.2,-120.6,464,380.3572699,447,3.726080418,,
500,37.2,-120.4,500,371.8135286,447,3.740776539,,
536,37.2,-120.2,536,363.9692583,447,3.630199432,,
572,37.2,-120,572,356.8706202,710,3.277493954,,
608,37.2,-119.8,608,350.562943,710,3.29575944,,
644,37.2,-119.6,644,345.0896288,710,3.329113483,,
680,37.2,-119.4,680,340.4909398,710,3.366535425,,
716,37.2,-119.2,716,336.8027235,710,3.396463633,,
752,37.2,-119,752,334.0551538,618,3.519771338,,
788,37.2,-118.8,788,332.2715778,710,3.411991119,,
824,37.2,-118.6,824,331.4675646,705,3.39514637,,
860,37.2,-118.4,860,331.6502417,710,3.365322352,,
896,37.2,-118.2,896,332.8179838,527,3.571623802,,
932,37.2,-118,932,334.9604837,695,3.374073505,,
968,37.2,-117.8,968,338.0592002,308,3.74121356,,
1004,37.2,-117.6,1004,342.0881367,766,3.355746031,,
1040,37.2,-117.4,1040,347.0148779,663,3.43268466,,
1076,37.2,-117.2,1076,352.8017934,418,3.636930227,,
1112,37.2,-117,1112,359.4073125,302,3.76443696,,
1148,37.2,-116.8,1148,366.7871841,449,3.556210756,,
1184,37.2,-116.6,1184,374.8956517,438,3.538137436,,
1220,37.2,-116.4,1220,383.6864932,601,3.35950613,,
1256,37.2,-116.2,1256,393.113898,900,3.142009735,,
