StationID,FAS_0p100_,FAS_0p150_,FAS_0p200_,FAS_0p250_,FAS_0p300_,FAS_0p400_,FAS_0p500_,FAS_0p750_,FAS_1p000_,FAS_1p500_,FAS_2p000_
US.NEW,1.1664932928177991,0.6697717581766939,0.2123296192917056,0.05633324825948022,-0.022830148014208233,-0.21612846945089648,-0.31551826647321507,-0.7369091935300242,-0.867007751141554,-0.46045834278562664,-0.5215138813836081
US.NLWA,-0.8776529362977958,-1.164088061167745,-0.9488284647662576,-0.7916631105862773,-0.689720186526511,-0.6974032560547861,-0.6644912256096926,-0.572052066905516,-0.6232123204229821,-0.7699493917148019,-0.5689491516736407
US.OCWA,-1.058696097510958,-0.9091196905891363,-0.8876250483670046,-1.0820556607506262,-0.8755717836628472,-0.32678328826064107,-0.6510984258045174,-0.34752044413840816,-0.3427144937249668,0.22024327795692955,-0.11293154714988238
UW.ALCT,-0.08109211265023306,0.05511530171486512,0.06928009852248529,-0.3224611510176514,-0.3183234599936275,-0.12759518203094863,0.1456662528627662,0.512555323249632,0.47654083525594393,0.5501352279261831,0.6162853454999597
UW.ALST,-0.32001454064522217,0.09030841771074988,-0.0574865253873858,0.46122776991905423,0.7124524331910542,0.5010014874923696,0.33456102116333053,0.14826582494210383,0.08439234214377654,-0.3713482330832407,-0.2017037278434955
UW.ATES,0.6367914959422768,0.8288012315956375,0.31744655063253574,0.7400185918299816,0.4786555110548181,0.3797316233478347,0.8450746807088205,0.599519968383917,0.29413096867762295,0.32506281958622546,
UW.BABE,-0.9057298606340785,-0.17833755488839753,-0.16422915461059953,0.1672573320353291,-0.07110927753889935,0.00997632024361222,-0.0320411556122829,-0.21746410355406465,0.4262058335950436,0.5304470984264565,0.030609692079494315
UW.BEND,0.07706090030795162,0.15291932605397549,0.04430438394316739,0.0853642032594012,0.18262378497716222,-0.00028234685801836675,0.02758882728007698,-0.2622580408837428,,,
UW.BERY,0.4330835874567386,0.19056400952936325,0.2521262009823167,0.7503243173859768,0.656681826427849,0.45139029670007275,0.7021036076094959,0.1299124697770579,-0.15761630624149187,-0.07077453195666741,-0.02866894807622562
UW.BEVT,-0.37296407474922194,-0.24040778248457287,-0.29179597163847576,-0.4215273442125888,0.038034775273699896,-0.2201458495036657,-0.12464312421887559,0.2550343755322252,0.35486980217681185,0.7392165114821025,0.30862762816745254
UW.BILS,-0.7795353341290159,-1.5100622990605193,-1.8979007936659056,-1.3285261789281448,-0.7996791526256157,-0.5542535976035422,-0.2640394621807978,-0.3038218612268318,-0.3379834191220512,-0.2726121311891027,0.13145610893010376
UW.BRKS,-0.38950042949454955,-0.19069082596102876,0.10011941060129396,0.4419924333734682,0.8418053679532012,0.8913849116542533,1.1386902658095226,1.2197641406784974,1.3579257337685369,0.8565934112326233,0.7156063650328609
UW.CDMR,0.3342353053065809,0.674416799255485,0.4638728670212356,0.754942669143352,0.719678389469708,0.7827645531019073,0.7016446374392078,0.6897278212122203,0.6126851130127982,0.1275646382404417,-0.0276621576940557
UW.CINE,0.6725712578221975,0.15201224107893935,-0.3352197064057022,-0.7536522579101912,-0.9161333235666981,-1.0619866374754834,-0.8301156853637207,-0.9552719876019173,-0.8817485651501955,-0.6326670175305351,-0.6453824037912691
UW.CORE,0.30339341732017855,1.02437707865708,0.7026224069546455,0.517556177778941,0.10127043229429133,0.6457368374839603,0.37434353067149023,-0.2187126460924803,0.11522079725193839,-0.29810712813342277,0.7251404939994558
UW.CPW,,,,-1.054750558207692,-1.5454289206152079,-1.2210138742208487,-1.2368861186431035,-0.8641530552692679,-0.8218376825289999,,
UW.CSEN,-1.0726138719506833,-0.7388960597997517,-0.3142865720185234,-0.09740343591935441,-0.33552931560560434,-0.11027026419065304,0.08876288078605489,0.6896429410603184,0.24302399012589798,0.4987797068112634,0.6675369551524348
UW.DAVN,1.634227708142791,1.8857368381604027,1.2567293595576874,1.4186751290166273,1.5882448671207852,1.3543217633228888,0.7949707543271256,-0.01610208580974105,-0.043189156687114004,-0.6767660165898004,-0.43047618168797636
UW.DDRF,1.7177819803470422,1.4921323898483903,0.6680881500102537,0.4256881840662995,0.5916114181962092,0.4853946658461144,0.17717070047495584,0.08374030173839529,0.19776692227196352,,
UW.DOSE,0.007923190232336176,0.6742515779686934,0.4523197774550098,0.5007383114219995,0.8363398885726736,0.8574341025579512,0.1053766644604418,-0.5933733124127961,-0.536557853148979,-0.684158862311375,-0.6737128144091474
UW.EARN,-0.35935010757446034,-0.11566192101434766,-0.4819064311945303,-0.07182638085737732,0.11722938726415189,0.2466674070158907,0.30498684753843114,0.3867082299934755,0.6001012847311968,0.7238434100049367,0.42116441459129533
UW.EGRN,0.7335619002869102,0.5934401013733237,-0.22392574361953996,-0.09096265827251569,-0.3335363481852755,-0.0362793472619672,0.016493044061979958,0.2996155473286344,0.2935019515450084,-0.08153581676396995,0.48665608779063835
UW.ELW,0.22837777958263072,0.23191659733814296,-0.29121896224922716,-0.27843791471911583,-0.3272164860061863,-0.06844080726821987,-0.011247761806073555,-0.031080699865267833,0.07852723319665901,-0.16631638988961578,0.07193507065332885
